source_spanish,reference_english,model_decode,prediction,token_overlap,length_ratio,error_tag
él no es un paciente sino médico en este hospital .,he is not a patient but a doctor in this hospital .,seq2seq_beam,he is not a luxury but a in this this .,0.7272727272727273,0.9166666666666666,semantic_or_grammar_error
él no es un paciente sino médico en este hospital .,he is not a patient but a doctor in this hospital .,seq2seq_greedy,he isn t a good but in this this .,0.5454545454545454,0.8333333333333334,semantic_or_grammar_error
él no es un paciente sino médico en este hospital .,he is not a patient but a doctor in this hospital .,transformer_beam,he is not a doctor but in this medicine .,0.8181818181818182,0.8333333333333334,semantic_or_grammar_error
él no es un paciente sino médico en este hospital .,he is not a patient but a doctor in this hospital .,transformer_greedy,he is not a doctor but in this medicine .,0.8181818181818182,0.8333333333333334,semantic_or_grammar_error
no creo que sea peligroso .,i don t think it s dangerous .,seq2seq_beam,i don t think it s dangerous .,1.0,1.0,semantic_or_grammar_error
no creo que sea peligroso .,i don t think it s dangerous .,seq2seq_greedy,i don t think it s dangerous .,1.0,1.0,semantic_or_grammar_error
no creo que sea peligroso .,i don t think it s dangerous .,transformer_beam,i don t think it s dangerous .,1.0,1.0,semantic_or_grammar_error
no creo que sea peligroso .,i don t think it s dangerous .,transformer_greedy,i don t think it s dangerous .,1.0,1.0,semantic_or_grammar_error
¿ cuál es tu equipo de fútbol favorito ?,what s your favorite soccer team ?,seq2seq_beam,what s your favorite football team ?,0.8571428571428571,1.0,semantic_or_grammar_error
¿ cuál es tu equipo de fútbol favorito ?,what s your favorite soccer team ?,seq2seq_greedy,what s your favorite football team ?,0.8571428571428571,1.0,semantic_or_grammar_error
¿ cuál es tu equipo de fútbol favorito ?,what s your favorite soccer team ?,transformer_beam,what s your favorite team ?,0.8571428571428571,0.8571428571428571,semantic_or_grammar_error
¿ cuál es tu equipo de fútbol favorito ?,what s your favorite soccer team ?,transformer_greedy,what s your favorite team ?,0.8571428571428571,0.8571428571428571,semantic_or_grammar_error
si estás a mi lado no necesito nada más .,if you are by my side i don t need anything else .,seq2seq_beam,if you re my my i don t need anything .,0.6923076923076923,0.8461538461538461,semantic_or_grammar_error
si estás a mi lado no necesito nada más .,if you are by my side i don t need anything else .,seq2seq_greedy,if you re my my i don t need anything .,0.6923076923076923,0.8461538461538461,semantic_or_grammar_error
si estás a mi lado no necesito nada más .,if you are by my side i don t need anything else .,transformer_beam,i don t need anything else if you re in my side .,0.8461538461538461,1.0,semantic_or_grammar_error
si estás a mi lado no necesito nada más .,if you are by my side i don t need anything else .,transformer_greedy,i don t need anything else if you re in my side .,0.8461538461538461,1.0,semantic_or_grammar_error
una bomba de tiempo estalló en el aeropuerto matando a trece personas .,a time bomb went off in the airport killing thirteen people .,seq2seq_beam,a bomb of time the time the airport to to see people .,0.5833333333333334,1.0833333333333333,semantic_or_grammar_error
una bomba de tiempo estalló en el aeropuerto matando a trece personas .,a time bomb went off in the airport killing thirteen people .,seq2seq_greedy,a of the time it in the airport to to to be thirteen .,0.5833333333333334,1.1666666666666667,semantic_or_grammar_error
una bomba de tiempo estalló en el aeropuerto matando a trece personas .,a time bomb went off in the airport killing thirteen people .,transformer_beam,the airport people in an hour .,0.4166666666666667,0.5833333333333334,under_translation
una bomba de tiempo estalló en el aeropuerto matando a trece personas .,a time bomb went off in the airport killing thirteen people .,transformer_greedy,the airport people in a year .,0.5,0.5833333333333334,under_translation
él construyó un robot .,he made a robot .,seq2seq_beam,he built a a .,0.6,1.0,semantic_or_grammar_error
él construyó un robot .,he made a robot .,seq2seq_greedy,he built a a .,0.6,1.0,semantic_or_grammar_error
él construyó un robot .,he made a robot .,transformer_beam,he built a piece of land .,0.6,1.4,semantic_or_grammar_error
él construyó un robot .,he made a robot .,transformer_greedy,he built a piece of his chest .,0.6,1.6,semantic_or_grammar_error
la reunión fue en resumen una pérdida de tiempo .,the meeting in short was a waste of time .,seq2seq_beam,the meeting was been in a waste of time .,0.9,1.0,semantic_or_grammar_error
la reunión fue en resumen una pérdida de tiempo .,the meeting in short was a waste of time .,seq2seq_greedy,the meeting was been to a waste of time .,0.8,1.0,semantic_or_grammar_error
la reunión fue en resumen una pérdida de tiempo .,the meeting in short was a waste of time .,transformer_beam,the meeting was a waste of time on her .,0.8,1.0,semantic_or_grammar_error
la reunión fue en resumen una pérdida de tiempo .,the meeting in short was a waste of time .,transformer_greedy,the meeting was a waste of time on her .,0.8,1.0,semantic_or_grammar_error
tom no se va a casar contigo .,tom isn t going to marry you .,seq2seq_beam,tom isn t going to marry you .,1.0,1.0,semantic_or_grammar_error
tom no se va a casar contigo .,tom isn t going to marry you .,seq2seq_greedy,tom isn t get to marry you .,0.875,1.0,semantic_or_grammar_error
tom no se va a casar contigo .,tom isn t going to marry you .,transformer_beam,tom won t be in with you .,0.5,1.0,semantic_or_grammar_error
tom no se va a casar contigo .,tom isn t going to marry you .,transformer_greedy,tom won t be in with you .,0.5,1.0,semantic_or_grammar_error
ése es mío .,that s mine .,seq2seq_beam,this is mine .,0.5,1.0,semantic_or_grammar_error
ése es mío .,that s mine .,seq2seq_greedy,that s mine .,1.0,1.0,semantic_or_grammar_error
ése es mío .,that s mine .,transformer_beam,it s mine .,0.75,1.0,semantic_or_grammar_error
ése es mío .,that s mine .,transformer_greedy,it s mine .,0.75,1.0,semantic_or_grammar_error
tenemos que estar en el trabajo a las nueve .,we have to be at work by nine .,seq2seq_beam,we need to be in work at nine .,0.7777777777777778,1.0,semantic_or_grammar_error
tenemos que estar en el trabajo a las nueve .,we have to be at work by nine .,seq2seq_greedy,we have to be in work at nine .,0.8888888888888888,1.0,semantic_or_grammar_error
tenemos que estar en el trabajo a las nueve .,we have to be at work by nine .,transformer_beam,we have to be late at work .,0.7777777777777778,0.8888888888888888,semantic_or_grammar_error
tenemos que estar en el trabajo a las nueve .,we have to be at work by nine .,transformer_greedy,we have to be at the job .,0.6666666666666666,0.8888888888888888,semantic_or_grammar_error
fue un día realmente hermoso .,it was a really beautiful day .,seq2seq_beam,it was a really beautiful day .,1.0,1.0,semantic_or_grammar_error
fue un día realmente hermoso .,it was a really beautiful day .,seq2seq_greedy,it was a really beautiful day .,1.0,1.0,semantic_or_grammar_error
fue un día realmente hermoso .,it was a really beautiful day .,transformer_beam,it was a beautiful day .,0.8571428571428571,0.8571428571428571,semantic_or_grammar_error
fue un día realmente hermoso .,it was a really beautiful day .,transformer_greedy,it was a beautiful day .,0.8571428571428571,0.8571428571428571,semantic_or_grammar_error
el sol de la tarde llega directamente a mi pieza .,the afternoon sun comes directly into my room .,seq2seq_beam,the s the second late for my room number .,0.4444444444444444,1.1111111111111112,semantic_or_grammar_error
el sol de la tarde llega directamente a mi pieza .,the afternoon sun comes directly into my room .,seq2seq_greedy,the sun set the second week my room my room .,0.5555555555555556,1.2222222222222223,semantic_or_grammar_error
el sol de la tarde llega directamente a mi pieza .,the afternoon sun comes directly into my room .,transformer_beam,my room came near the sun .,0.5555555555555556,0.7777777777777778,semantic_or_grammar_error
el sol de la tarde llega directamente a mi pieza .,the afternoon sun comes directly into my room .,transformer_greedy,my room came near the sun .,0.5555555555555556,0.7777777777777778,semantic_or_grammar_error
tom no estaba convencido de que fuera una buena idea .,tom wasn t convinced it was a good idea .,seq2seq_beam,tom wasn t convinced of a good idea .,0.8,0.9,semantic_or_grammar_error
tom no estaba convencido de que fuera una buena idea .,tom wasn t convinced it was a good idea .,seq2seq_greedy,tom wasn t convinced that he was a good idea .,0.9,1.1,semantic_or_grammar_error
tom no estaba convencido de que fuera una buena idea .,tom wasn t convinced it was a good idea .,transformer_beam,tom wasn t aware that he was a good idea .,0.8,1.1,semantic_or_grammar_error
tom no estaba convencido de que fuera una buena idea .,tom wasn t convinced it was a good idea .,transformer_greedy,tom wasn t that he was a good idea .,0.8,1.0,semantic_or_grammar_error
viajar en el tiempo es imposible .,time travel is impossible .,seq2seq_beam,traveling on time is impossible .,0.8,1.2,semantic_or_grammar_error
viajar en el tiempo es imposible .,time travel is impossible .,seq2seq_greedy,traveling on time is impossible .,0.8,1.2,semantic_or_grammar_error
viajar en el tiempo es imposible .,time travel is impossible .,transformer_beam,traveling is impossible .,0.6,0.8,semantic_or_grammar_error
viajar en el tiempo es imposible .,time travel is impossible .,transformer_greedy,traveling is impossible .,0.6,0.8,semantic_or_grammar_error
debo irme mañana por la mañana .,i must leave tomorrow morning .,seq2seq_beam,i must go tomorrow tomorrow morning .,0.8333333333333334,1.1666666666666667,semantic_or_grammar_error
debo irme mañana por la mañana .,i must leave tomorrow morning .,seq2seq_greedy,i must go tomorrow tomorrow morning .,0.8333333333333334,1.1666666666666667,semantic_or_grammar_error
debo irme mañana por la mañana .,i must leave tomorrow morning .,transformer_beam,i must go tomorrow afternoon .,0.6666666666666666,1.0,semantic_or_grammar_error
debo irme mañana por la mañana .,i must leave tomorrow morning .,transformer_greedy,i must go tomorrow afternoon .,0.6666666666666666,1.0,semantic_or_grammar_error
fui despedido .,i was dismissed .,seq2seq_beam,i was fired .,0.75,1.0,semantic_or_grammar_error
fui despedido .,i was dismissed .,seq2seq_greedy,i went fired .,0.5,1.0,semantic_or_grammar_error
fui despedido .,i was dismissed .,transformer_beam,i went on you .,0.5,1.25,semantic_or_grammar_error
fui despedido .,i was dismissed .,transformer_greedy,i went on you .,0.5,1.25,semantic_or_grammar_error
¿ lo hiciste tú solo ?,did you do this on your own ?,seq2seq_beam,did you do you alone ?,0.5,0.75,semantic_or_grammar_error
¿ lo hiciste tú solo ?,did you do this on your own ?,seq2seq_greedy,did you do you alone ?,0.5,0.75,semantic_or_grammar_error
¿ lo hiciste tú solo ?,did you do this on your own ?,transformer_beam,did you do it alone ?,0.5,0.75,semantic_or_grammar_error
¿ lo hiciste tú solo ?,did you do this on your own ?,transformer_greedy,did you do it alone ?,0.5,0.75,semantic_or_grammar_error
¿ qué planes tienes para la tarde ?,what do you have planned for the afternoon ?,seq2seq_beam,what do you have for the afternoon ?,0.8888888888888888,0.8888888888888888,semantic_or_grammar_error
¿ qué planes tienes para la tarde ?,what do you have planned for the afternoon ?,seq2seq_greedy,what do you have for the afternoon ?,0.8888888888888888,0.8888888888888888,semantic_or_grammar_error
¿ qué planes tienes para la tarde ?,what do you have planned for the afternoon ?,transformer_beam,what do you have plans for the afternoon ?,0.8888888888888888,1.0,semantic_or_grammar_error
¿ qué planes tienes para la tarde ?,what do you have planned for the afternoon ?,transformer_greedy,what are you ready for the afternoon ?,0.6666666666666666,0.8888888888888888,semantic_or_grammar_error
es para ti .,this is for you .,seq2seq_beam,he is for you .,0.8,1.0,semantic_or_grammar_error
es para ti .,this is for you .,seq2seq_greedy,that s for you .,0.6,1.0,semantic_or_grammar_error
es para ti .,this is for you .,transformer_beam,it s for you .,0.6,1.0,semantic_or_grammar_error
es para ti .,this is for you .,transformer_greedy,it s for you .,0.6,1.0,semantic_or_grammar_error
la risa es contagiosa .,laughter is infectious .,seq2seq_beam,the is is a .,0.5,1.25,semantic_or_grammar_error
la risa es contagiosa .,laughter is infectious .,seq2seq_greedy,the is is a .,0.5,1.25,semantic_or_grammar_error
la risa es contagiosa .,laughter is infectious .,transformer_beam,his tears is either .,0.5,1.25,semantic_or_grammar_error
la risa es contagiosa .,laughter is infectious .,transformer_greedy,the population is his .,0.5,1.25,semantic_or_grammar_error
mi auto necesita lavarse .,my car needs washing .,seq2seq_beam,my car needs to be washed .,0.8,1.4,semantic_or_grammar_error
mi auto necesita lavarse .,my car needs washing .,seq2seq_greedy,my car needs to be washed .,0.8,1.4,semantic_or_grammar_error
mi auto necesita lavarse .,my car needs washing .,transformer_beam,my car needs to be washed .,0.8,1.4,semantic_or_grammar_error
mi auto necesita lavarse .,my car needs washing .,transformer_greedy,my car needs to get washed .,0.8,1.4,semantic_or_grammar_error
es mi mejor amigo .,he s my best friend .,seq2seq_beam,it s my best friend .,0.8333333333333334,1.0,semantic_or_grammar_error
es mi mejor amigo .,he s my best friend .,seq2seq_greedy,it s my best friend .,0.8333333333333334,1.0,semantic_or_grammar_error
es mi mejor amigo .,he s my best friend .,transformer_beam,my best friend is my best friend .,0.6666666666666666,1.3333333333333333,semantic_or_grammar_error
es mi mejor amigo .,he s my best friend .,transformer_greedy,my best friend is my best friend .,0.6666666666666666,1.3333333333333333,semantic_or_grammar_error
él estaba en francia .,he was in france .,seq2seq_beam,he was in france .,1.0,1.0,semantic_or_grammar_error
él estaba en francia .,he was in france .,seq2seq_greedy,he was in france .,1.0,1.0,semantic_or_grammar_error
él estaba en francia .,he was in france .,transformer_beam,he was in france .,1.0,1.0,semantic_or_grammar_error
él estaba en francia .,he was in france .,transformer_greedy,he was in france .,1.0,1.0,semantic_or_grammar_error
creo que deberíamos cambiar de tema .,i think we should move on to another topic .,seq2seq_beam,i think we should try in subject .,0.5,0.8,semantic_or_grammar_error
creo que deberíamos cambiar de tema .,i think we should move on to another topic .,seq2seq_greedy,i think we should try in subject .,0.5,0.8,semantic_or_grammar_error
creo que deberíamos cambiar de tema .,i think we should move on to another topic .,transformer_beam,i think we should change the subject .,0.5,0.8,semantic_or_grammar_error
creo que deberíamos cambiar de tema .,i think we should move on to another topic .,transformer_greedy,i think we should change the subject .,0.5,0.8,semantic_or_grammar_error
quisiera ganar más dinero .,i d like to make more money .,seq2seq_beam,i d like to more money .,0.875,0.875,semantic_or_grammar_error
quisiera ganar más dinero .,i d like to make more money .,seq2seq_greedy,i d like to more money .,0.875,0.875,semantic_or_grammar_error
quisiera ganar más dinero .,i d like to make more money .,transformer_beam,i d like to win more money .,0.875,1.0,semantic_or_grammar_error
quisiera ganar más dinero .,i d like to make more money .,transformer_greedy,i d like to win more money .,0.875,1.0,semantic_or_grammar_error
sé que tom te extraña .,i know tom misses you .,seq2seq_beam,i know tom misses you .,1.0,1.0,semantic_or_grammar_error
sé que tom te extraña .,i know tom misses you .,seq2seq_greedy,i know tom misses you .,1.0,1.0,semantic_or_grammar_error
sé que tom te extraña .,i know tom misses you .,transformer_beam,i know tom misses you .,1.0,1.0,semantic_or_grammar_error
sé que tom te extraña .,i know tom misses you .,transformer_greedy,i know you re strange tom misses you .,1.0,1.5,semantic_or_grammar_error
no esperen demasiado de él .,don t expect too much of him .,seq2seq_beam,i don t wait too him .,0.625,0.875,semantic_or_grammar_error
no esperen demasiado de él .,don t expect too much of him .,seq2seq_greedy,i don t need too him .,0.625,0.875,semantic_or_grammar_error
no esperen demasiado de él .,don t expect too much of him .,transformer_beam,he doesn t get too much .,0.5,0.875,semantic_or_grammar_error
no esperen demasiado de él .,don t expect too much of him .,transformer_greedy,he doesn t get too much .,0.5,0.875,semantic_or_grammar_error
no voy a traicionarte .,i am not going to betray you .,seq2seq_beam,i m not going to help you .,0.75,1.0,semantic_or_grammar_error
no voy a traicionarte .,i am not going to betray you .,seq2seq_greedy,i m not going to help you .,0.75,1.0,semantic_or_grammar_error
no voy a traicionarte .,i am not going to betray you .,transformer_beam,i won t go back .,0.25,0.75,semantic_or_grammar_error
no voy a traicionarte .,i am not going to betray you .,transformer_greedy,i won t come to his back .,0.375,1.0,semantic_or_grammar_error
este asunto no me importa .,this matter does not concern me .,seq2seq_beam,this business doesn t matter me .,0.5714285714285714,1.0,semantic_or_grammar_error
este asunto no me importa .,this matter does not concern me .,seq2seq_greedy,this matter doesn t matter to me .,0.5714285714285714,1.1428571428571428,semantic_or_grammar_error
este asunto no me importa .,this matter does not concern me .,transformer_beam,this matter doesn t matter to me .,0.5714285714285714,1.1428571428571428,semantic_or_grammar_error
este asunto no me importa .,this matter does not concern me .,transformer_greedy,this matter doesn t matter .,0.42857142857142855,0.8571428571428571,semantic_or_grammar_error
puedes comprarlo por unos mil yenes .,you can buy it for a thousand yen or so .,seq2seq_beam,you can buy a few by yourself .,0.45454545454545453,0.7272727272727273,semantic_or_grammar_error
puedes comprarlo por unos mil yenes .,you can buy it for a thousand yen or so .,seq2seq_greedy,you can buy a few by yourself .,0.45454545454545453,0.7272727272727273,semantic_or_grammar_error
puedes comprarlo por unos mil yenes .,you can buy it for a thousand yen or so .,transformer_beam,you can come from a few thousand yen .,0.5454545454545454,0.8181818181818182,semantic_or_grammar_error
puedes comprarlo por unos mil yenes .,you can buy it for a thousand yen or so .,transformer_greedy,you can come from a few thousand yen .,0.5454545454545454,0.8181818181818182,semantic_or_grammar_error
¿ por cuánto tiempo es válida esta visa ?,how long is this visa valid ?,seq2seq_beam,how long is it this american ?,0.7142857142857143,1.0,semantic_or_grammar_error
¿ por cuánto tiempo es válida esta visa ?,how long is this visa valid ?,seq2seq_greedy,how long is it this american ?,0.7142857142857143,1.0,semantic_or_grammar_error
¿ por cuánto tiempo es válida esta visa ?,how long is this visa valid ?,transformer_beam,how long is this nonsense ?,0.7142857142857143,0.8571428571428571,semantic_or_grammar_error
¿ por cuánto tiempo es válida esta visa ?,how long is this visa valid ?,transformer_greedy,how long is this nonsense ?,0.7142857142857143,0.8571428571428571,semantic_or_grammar_error
no entiendo cómo puedes comer eso .,i don t see how you can eat that stuff .,seq2seq_beam,i don t understand how to eat that .,0.6363636363636364,0.8181818181818182,semantic_or_grammar_error
no entiendo cómo puedes comer eso .,i don t see how you can eat that stuff .,seq2seq_greedy,i don t understand how to eat that .,0.6363636363636364,0.8181818181818182,semantic_or_grammar_error
no entiendo cómo puedes comer eso .,i don t see how you can eat that stuff .,transformer_beam,i can t understand how to eat that .,0.6363636363636364,0.8181818181818182,semantic_or_grammar_error
no entiendo cómo puedes comer eso .,i don t see how you can eat that stuff .,transformer_greedy,i can t understand how to eat that .,0.6363636363636364,0.8181818181818182,semantic_or_grammar_error
un humo negro salió de la chimenea .,black smoke came out of the chimney .,seq2seq_beam,a wet black went off the chimney .,0.5,1.0,semantic_or_grammar_error
un humo negro salió de la chimenea .,black smoke came out of the chimney .,seq2seq_greedy,a stewardess black is the chimney .,0.5,0.875,semantic_or_grammar_error
un humo negro salió de la chimenea .,black smoke came out of the chimney .,transformer_beam,smoke came out of the black .,0.875,0.875,semantic_or_grammar_error
un humo negro salió de la chimenea .,black smoke came out of the chimney .,transformer_greedy,smoke was a great flood .,0.25,0.75,semantic_or_grammar_error
de acuerdo al anciano que conocí ayer las cucarachas pueden comerse y no saben nada mal .,according to the old man i met yesterday cockroaches can be eaten and don t taste all that bad .,seq2seq_beam,every you to the the i i i ve met the other and i can t know anything bad .,0.45,1.0,semantic_or_grammar_error
de acuerdo al anciano que conocí ayer las cucarachas pueden comerse y no saben nada mal .,according to the old man i met yesterday cockroaches can be eaten and don t taste all that bad .,seq2seq_greedy,every you to the the i i i i i can see how and i can t know anything bad .,0.4,1.05,semantic_or_grammar_error
de acuerdo al anciano que conocí ayer las cucarachas pueden comerse y no saben nada mal .,according to the old man i met yesterday cockroaches can be eaten and don t taste all that bad .,transformer_beam,as far as far as i knew nothing could have happened .,0.1,0.6,low_keyword_overlap
de acuerdo al anciano que conocí ayer las cucarachas pueden comerse y no saben nada mal .,according to the old man i met yesterday cockroaches can be eaten and don t taste all that bad .,transformer_greedy,as far as it could not be seen as i met yesterday and i met her .,0.3,0.85,semantic_or_grammar_error
gracias por vuestra ayuda .,thank you for your help .,seq2seq_beam,thank you for your help .,1.0,1.0,semantic_or_grammar_error
gracias por vuestra ayuda .,thank you for your help .,seq2seq_greedy,thank you for your help .,1.0,1.0,semantic_or_grammar_error
gracias por vuestra ayuda .,thank you for your help .,transformer_beam,thank you for your help .,1.0,1.0,semantic_or_grammar_error
gracias por vuestra ayuda .,thank you for your help .,transformer_greedy,thank you for your help .,1.0,1.0,semantic_or_grammar_error
¿ cuándo empieza ?,when does it start ?,seq2seq_beam,when will he begin ?,0.4,1.0,semantic_or_grammar_error
¿ cuándo empieza ?,when does it start ?,seq2seq_greedy,when will he begin ?,0.4,1.0,semantic_or_grammar_error
¿ cuándo empieza ?,when does it start ?,transformer_beam,when will it begin ?,0.6,1.0,semantic_or_grammar_error
¿ cuándo empieza ?,when does it start ?,transformer_greedy,when will it begin ?,0.6,1.0,semantic_or_grammar_error
el daño está hecho .,the damage is done .,seq2seq_beam,the damage is custom .,0.8,1.0,semantic_or_grammar_error
el daño está hecho .,the damage is done .,seq2seq_greedy,the harm is custom .,0.6,1.0,semantic_or_grammar_error
el daño está hecho .,the damage is done .,transformer_beam,the purpose is done .,0.8,1.0,semantic_or_grammar_error
el daño está hecho .,the damage is done .,transformer_greedy,the purpose is done .,0.8,1.0,semantic_or_grammar_error
se conocieron en una cita a ciegas .,they met on a blind date .,seq2seq_beam,they left in a a to a walk .,0.42857142857142855,1.2857142857142858,semantic_or_grammar_error
se conocieron en una cita a ciegas .,they met on a blind date .,seq2seq_greedy,he left in a to a a .,0.2857142857142857,1.1428571428571428,semantic_or_grammar_error
se conocieron en una cita a ciegas .,they met on a blind date .,transformer_beam,he has a date seat .,0.42857142857142855,0.8571428571428571,semantic_or_grammar_error
se conocieron en una cita a ciegas .,they met on a blind date .,transformer_greedy,he has a date seat .,0.42857142857142855,0.8571428571428571,semantic_or_grammar_error
¿ eres real ?,are you for real ?,seq2seq_beam,are you a ?,0.6,0.8,semantic_or_grammar_error
¿ eres real ?,are you for real ?,seq2seq_greedy,are you a ?,0.6,0.8,semantic_or_grammar_error
¿ eres real ?,are you for real ?,transformer_beam,are you famous ?,0.6,0.8,semantic_or_grammar_error
¿ eres real ?,are you for real ?,transformer_greedy,are you famous ?,0.6,0.8,semantic_or_grammar_error
¿ conoces a los padres de tomás ?,do you know tom s parents ?,seq2seq_beam,do you know tom s parents ?,1.0,1.0,semantic_or_grammar_error
¿ conoces a los padres de tomás ?,do you know tom s parents ?,seq2seq_greedy,do you know tom s parents ?,1.0,1.0,semantic_or_grammar_error
¿ conoces a los padres de tomás ?,do you know tom s parents ?,transformer_beam,do you know tom s parents ?,1.0,1.0,semantic_or_grammar_error
¿ conoces a los padres de tomás ?,do you know tom s parents ?,transformer_greedy,do you know tom s parents ?,1.0,1.0,semantic_or_grammar_error
tom no sabe si vendrá mary .,tom doesn t know if mary will come .,seq2seq_beam,tom doesn t know if mary will come .,1.0,1.0,semantic_or_grammar_error
tom no sabe si vendrá mary .,tom doesn t know if mary will come .,seq2seq_greedy,tom doesn t know if mary will break .,0.8888888888888888,1.0,semantic_or_grammar_error
